what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1410971738553
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410971740413
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1410971741615
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1410971741739
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410971744913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971774745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971796123
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1410971796128
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410971904646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971906822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971951989
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971971155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971976717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971984696
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971989441
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971989449
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971989454
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410971991816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1408726083799
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1408726087038
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1408726348993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1408726366593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1408726437554
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1408726441305
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1408726442878
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1408726457949
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1408726459296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1408726465290
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1408726465304
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1408726465478
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1408726465565
started,bundle,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.ui",1408726465609
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1408726465666
